Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR12072403,2020-06-23 01:05:33,2020-06-23 01:03:33,913054,549167126,913054,601,383,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12072403/SRR12072403.1,SRX8599956,N17-01386,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890411,SAMN15315338,simple,550,Enterobacter cloacae,N17-01386,,,,,,,no,,,,,NML,SRA1090022,,public,2AFD35DAE5BD259F0FB0DCB115758507,EAF405A625A6703AE6888814783A65D6
SRR12072624,2020-06-23 02:37:14,2020-06-23 02:34:49,1535876,461611259,1535876,300,210,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12072624/SRR12072624.1,SRX8600193,N17-02185,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890648,SAMN15315341,simple,546,Citrobacter freundii,N17-02185,,,,,,,no,,,,,NML,SRA1090043,,public,39002344F71D0D3C5FFF2782C8A6CDFC,BF4EB46B56EAFB63741320E244545D23
SRR12072633,2020-06-23 02:37:14,2020-06-23 02:35:04,1873894,563308475,1873894,300,256,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12072633/SRR12072633.1,SRX8600184,N17-02233,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890639,SAMN15315342,simple,573,Klebsiella pneumoniae,N17-02233,,,,,,,no,,,,,NML,SRA1090043,,public,FAFB65F985156ED749C742D3DBA3E95D,6F4C77EFBAB9ACDADED1F9AB5E9ADE45
SRR12072605,2020-06-23 02:36:30,2020-06-23 02:34:36,1385515,416649333,1385515,300,190,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12072605/SRR12072605.1,SRX8600212,N17-03013,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890667,SAMN15315361,simple,573,Klebsiella pneumoniae,N17-03013,,,,,,,no,,,,,NML,SRA1090043,,public,EC19EE9F44AA1567721BAE68E4DEF8C5,36F82591843E100AE4BF64502860DD2B
SRR12072643,2020-06-23 02:37:13,2020-06-23 02:35:07,1722022,517809383,1722022,300,236,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12072643/SRR12072643.1,SRX8600174,N17-03015,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890629,SAMN15315359,simple,158836,Enterobacter hormaechei,N17-03015,,,,,,,no,,,,,NML,SRA1090043,,public,142D0684C6D65C5478770BBF028E5676,C32E75DB4FE32D80702FE5E845A1A3FB
SRR12072627,2020-06-23 02:37:14,2020-06-23 02:34:34,1572907,472876239,1572907,300,216,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12072627/SRR12072627.1,SRX8600190,N17-03017,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890645,SAMN15315358,simple,158836,Enterobacter hormaechei,N17-03017,,,,,,,no,,,,,NML,SRA1090043,,public,34E07E962BF53B0CDB7360608EB52E71,9B802A15A57728F468573566C8736835
SRR12072634,2020-06-23 02:37:14,2020-06-23 02:34:49,1593544,479026385,1593544,300,219,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12072634/SRR12072634.1,SRX8600183,N17-03019,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890638,SAMN15315357,simple,158836,Enterobacter hormaechei,N17-03019,,,,,,,no,,,,,NML,SRA1090043,,public,2648301914B0D3499BB86ED16AB6BDEA,65738C8BB13474BA6B70E96F1AEDE2AE
SRR12072647,2020-06-23 02:37:13,2020-06-23 02:35:22,1617258,486171537,1617258,300,222,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12072647/SRR12072647.1,SRX8600170,N17-03022,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890625,SAMN15315352,simple,158836,Enterobacter hormaechei,N17-03022,,,,,,,no,,,,,NML,SRA1090043,,public,4E3D61CFF843FEFC9A70402DC964B43A,B7477EA0459B657EAB12310BB9140C27
SRR12072607,2020-06-23 02:36:30,2020-06-23 02:34:37,1370865,412013194,1370865,300,188,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12072607/SRR12072607.1,SRX8600210,N17-03023,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890665,SAMN15315351,simple,158836,Enterobacter hormaechei,N17-03023,,,,,,,no,,,,,NML,SRA1090043,,public,3B2E35FDCFF1E6E88CF3FE7A080D678E,F4CA653EF7634E4C30580BA8D6D42A61
SRR12072621,2020-06-23 02:37:14,2020-06-23 02:35:28,2167840,651902121,2167840,300,298,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12072621/SRR12072621.1,SRX8600196,N17-03027,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890651,SAMN15315354,simple,158836,Enterobacter hormaechei,N17-03027,,,,,,,no,,,,,NML,SRA1090043,,public,DC214B847E3E8377CB96DC8B319F7658,FEA64DA75DE462980B40BDE2E1C8C9BE
SRR12072632,2020-06-23 02:36:30,2020-06-23 02:34:26,1022238,306763602,1022238,300,141,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12072632/SRR12072632.1,SRX8600185,N17-03029,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890640,SAMN15315355,simple,158836,Enterobacter hormaechei,N17-03029,,,,,,,no,,,,,NML,SRA1090043,,public,DF4B840C24786EC68A00B1B8C5830744,0989F043C8146D76A1DC6408901C2A56
SRR12072646,2020-06-23 02:37:13,2020-06-23 02:34:45,1440671,432989989,1440671,300,196,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12072646/SRR12072646.1,SRX8600171,N17-03115,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890626,SAMN15315356,simple,158836,Enterobacter hormaechei,N17-03115,,,,,,,no,,,,,NML,SRA1090043,,public,D36AC70F1DB76439603A1773D21C43E2,F1B67DA035F20201EA14A593D146AEAB
SRR12072625,2020-06-23 02:37:14,2020-06-23 02:34:52,1619714,486662960,1619714,300,221,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12072625/SRR12072625.1,SRX8600192,N17-03184,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890647,SAMN15315353,simple,571,Klebsiella oxytoca,N17-03184,,,,,,,no,,,,,NML,SRA1090043,,public,89D7F1F194441343B961E4C57BCFB3FF,EF3973EBBF4F4B9AC2CCD543D96FBEC8
SRR12072629,2020-06-23 02:37:14,2020-06-23 02:34:59,1779191,534680480,1779191,300,244,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12072629/SRR12072629.1,SRX8600188,N17-03445,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890643,SAMN15315363,simple,573,Klebsiella pneumoniae,N17-03445,,,,,,,no,,,,,NML,SRA1090043,,public,48DA7B7962D5784098DC38FC0A3E209E,26D35D719F33799387E22FBD69C7C378
SRR12072650,2020-06-23 02:37:13,2020-06-23 02:34:46,1397922,420165359,1397922,300,193,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12072650/SRR12072650.1,SRX8600167,N18-00050,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890622,SAMN15315360,simple,158836,Enterobacter hormaechei,N18-00050,,,,,,,no,,,,,NML,SRA1090043,,public,1260D8EDFFF03981732FB8752EE7C3A6,306CA9DBD0338955D4C44E47ACDC74CA
SRR12072609,2020-06-23 02:37:14,2020-06-23 02:34:38,1338037,402458771,1338037,300,183,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12072609/SRR12072609.1,SRX8600208,N18-00058,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890663,SAMN15315362,simple,158836,Enterobacter hormaechei,N18-00058,,,,,,,no,,,,,NML,SRA1090043,,public,2CF5ABB7F88DE2EE3282335851A50D58,0EA2C48258CA544233638B73D14D232A
SRR12072645,2020-06-23 02:36:30,2020-06-23 02:34:23,1436530,431764043,1436530,300,196,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12072645/SRR12072645.1,SRX8600172,N18-00223,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890627,SAMN15315349,simple,571,Klebsiella oxytoca,N18-00223,,,,,,,no,,,,,NML,SRA1090043,,public,DDF88B0F13118BF2FEA75C52C0E2D49C,0AA58C65FB7DBC1CFA7531A05963AA65
SRR12072649,2020-06-23 02:37:13,2020-06-23 02:34:47,1734579,520801827,1734579,300,236,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12072649/SRR12072649.1,SRX8600168,N18-00530,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890623,SAMN15315348,simple,573,Klebsiella pneumoniae,N18-00530,,,,,,,no,,,,,NML,SRA1090043,,public,E82EF882B6A148E88384152B3243B077,A30179FE565D32D5C326E4608A35C775
SRR12072610,2020-06-23 02:37:14,2020-06-23 02:34:58,1908668,574568510,1908668,301,223,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12072610/SRR12072610.1,SRX8600207,N18-00556,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890662,SAMN15315350,simple,158836,Enterobacter hormaechei,N18-00556,,,,,,,no,,,,,NML,SRA1090043,,public,BE50111ED90BA8AC5BF053DC7A1E9349,CB755DE5273F170630D7C7D647C830DB
SRR12072613,2020-06-23 02:37:14,2020-06-23 02:35:17,2182459,656944215,2182459,301,254,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12072613/SRR12072613.1,SRX8600204,N18-04617,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890659,SAMN15315391,simple,573,Klebsiella pneumoniae,N18-04617,,,,,,,no,,,,,NML,SRA1090043,,public,6458D5B947598C98823F746D0A811105,4D83D61B787AE23304F1124D9E47C697
SRR12072628,2020-06-23 02:37:14,2020-06-23 02:34:48,1562204,470322324,1562204,301,182,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12072628/SRR12072628.1,SRX8600189,N18-04618,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890644,SAMN15315392,simple,550,Enterobacter cloacae,N18-04618,,,,,,,no,,,,,NML,SRA1090043,,public,DA719347EF18030680FBA93493FFBD5E,733B3FBC92855FB54917969BA5FBABB9
SRR12072641,2020-06-23 02:36:30,2020-06-23 02:34:22,938776,282538579,938776,300,119,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12072641/SRR12072641.1,SRX8600176,N18-04619,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890631,SAMN15315385,simple,573,Klebsiella pneumoniae,N18-04619,,,,,,,no,,,,,NML,SRA1090043,,public,3C61252944DA6AEE78DC318D51C51969,23388A37126DAA76C0C1AD2434D5ECD7
SRR12072635,2020-06-23 02:37:14,2020-06-23 02:34:41,1432319,430211847,1432319,300,182,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12072635/SRR12072635.1,SRX8600182,N18-04620,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890637,SAMN15315387,simple,573,Klebsiella pneumoniae,N18-04620,,,,,,,no,,,,,NML,SRA1090043,,public,BA38B435B951360D6E7466A12C32798A,019080AF71E3F5C862838C26BFB68146
SRR12072615,2020-06-23 02:37:14,2020-06-23 02:34:46,1556969,468183547,1556969,300,203,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12072615/SRR12072615.1,SRX8600202,N18-04622,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890657,SAMN15315382,simple,562,Escherichia coli,N18-04622,,,,,,,no,,,,,NML,SRA1090043,,public,A26EDC007AEB98B5DA6BEAC05E92FB90,D03F8770BB61CB43FBABFEFDA31E8DEC
SRR12072623,2020-06-23 02:37:14,2020-06-23 02:34:44,1500415,451134510,1500415,300,200,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12072623/SRR12072623.1,SRX8600194,N18-04623,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890649,SAMN15315377,simple,562,Escherichia coli,N18-04623,,,,,,,no,,,,,NML,SRA1090043,,public,C5F5361D793075295556549F8FE7A8EE,1352D08F16C53D0F06605FA3E5D4746C
SRR12072617,2020-06-23 02:36:30,2020-06-23 02:34:22,1567655,471390903,1567655,300,204,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12072617/SRR12072617.1,SRX8600200,N18-04624,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890655,SAMN15315394,simple,562,Escherichia coli,N18-04624,,,,,,,no,,,,,NML,SRA1090043,,public,4019C23B71FF3A8695E67D4ABEDE8A9C,3D5E5EB7210566433F195386E8B8A01C
SRR12072639,2020-06-23 02:39:40,2020-06-23 02:34:01,835078,251121770,835078,300,106,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12072639/SRR12072639.1,SRX8600178,N18-04625,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890633,SAMN15315383,simple,573,Klebsiella pneumoniae,N18-04625,,,,,,,no,,,,,NML,SRA1090043,,public,3E47646E5BE06A3DB6D44E8DB84C16A8,1BE3CB552B7EEC8D30A820CDD74C7592
SRR12072622,2020-06-23 02:37:14,2020-06-23 02:35:09,1928315,580378313,1928315,300,252,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12072622/SRR12072622.1,SRX8600195,N18-04626,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890650,SAMN15315386,simple,562,Escherichia coli,N18-04626,,,,,,,no,,,,,NML,SRA1090043,,public,3E09A8868BA6C3A6F81A238FF5B7CEC7,5864B0A6964C0D6BD6B2EE62AB7858DE
SRR12072644,2020-06-23 02:37:13,2020-06-23 02:34:44,1435441,431493412,1435441,300,187,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12072644/SRR12072644.1,SRX8600173,N18-04627,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890628,SAMN15315378,simple,562,Escherichia coli,N18-04627,,,,,,,no,,,,,NML,SRA1090043,,public,26EE054D1EBFDD68B9FBD7E34A0632B3,F86B5268AB36210DF375A5AF8A1510A0
SRR12072648,2020-06-23 02:37:13,2020-06-23 02:34:40,1366643,410957319,1366643,300,177,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12072648/SRR12072648.1,SRX8600169,N18-04628,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890624,SAMN15315381,simple,562,Escherichia coli,N18-04628,,,,,,,no,,,,,NML,SRA1090043,,public,D7AB46B0A34E14483604AC9CF6253027,5AF0D7D8EDB772904B077B65B0E3E881
SRR12072619,2020-06-23 02:37:14,2020-06-23 02:35:43,2943386,885900252,2943386,300,360,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12072619/SRR12072619.1,SRX8600198,N18-04629,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890653,SAMN15315364,simple,546,Citrobacter freundii,N18-04629,,,,,,,no,,,,,NML,SRA1090043,,public,A1026D277BC03C07C130917E4B15CC9C,9FC0B4889FDB96349466388B61FB407B
SRR12072636,2020-06-23 02:36:30,2020-06-23 02:34:24,1042964,313881116,1042964,300,133,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12072636/SRR12072636.1,SRX8600181,N18-04630,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890636,SAMN15315369,simple,573,Klebsiella pneumoniae,N18-04630,,,,,,,no,,,,,NML,SRA1090043,,public,011619B426AEDC80D87C98847EF8917D,F6F46841281855FC057C611CA7D9F2DC
SRR12072638,2020-06-23 02:36:30,2020-06-23 02:34:28,1112141,334773986,1112141,301,145,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12072638/SRR12072638.1,SRX8600179,N18-04631,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890634,SAMN15315389,simple,562,Escherichia coli,N18-04631,,,,,,,no,,,,,NML,SRA1090043,,public,75AE5BA6B5C39AAD8C6BDE2EA514F773,28671D7DF4B31ECE40B1E7A07A142EBD
SRR12072626,2020-06-23 02:37:14,2020-06-23 02:34:43,1492034,448178792,1492034,300,191,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12072626/SRR12072626.1,SRX8600191,N18-04632,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890646,SAMN15315390,simple,573,Klebsiella pneumoniae,N18-04632,,,,,,,no,,,,,NML,SRA1090043,,public,1D7419236C25BFBAFBDC18863CCBA83A,84BC3FEFEA1AA5916A3032027EE76F11
SRR12072606,2020-06-23 02:36:30,2020-06-23 02:34:18,971914,292513442,971914,300,128,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12072606/SRR12072606.1,SRX8600211,N18-04633,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890666,SAMN15315376,simple,562,Escherichia coli,N18-04633,,,,,,,no,,,,,NML,SRA1090043,,public,3A14A878EB576E424E2995BA9CB50489,88E0A97A9B68B8BC59CBC699AACE87A4
