Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR14338812,2021-04-28 01:21:47,2021-04-28 01:19:16,2404919,716442714,2404919,297,293,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR14338812/SRR14338812.1,SRX10692706,09A18CPO001,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP316637,PRJNA725227,,725227,SRS8784762,SAMN18872762,simple,665913,Mixta calida,09A18CPO001,,,,,,,no,,,,,NML,SRA1224726,,public,C728AD9F39062FD496CE414E939ECA56,E30184044818D06E779102ABF57D1795
SRR14338797,2021-04-28 01:16:27,2021-04-28 01:15:10,1037500,295340617,1037500,284,123,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR14338797/SRR14338797.1,SRX10692721,09A18CPO002,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP316637,PRJNA725227,,725227,SRS8784776,SAMN18872763,simple,665913,Mixta calida,09A18CPO002,,,,,,,no,,,,,NML,SRA1224726,,public,7A5989040F663C35C3EC5BA2D0E60357,AD1B49B7DE2AD79A876302674B5FA204
SRR14338816,2021-04-28 01:26:02,2021-04-28 01:19:10,672211,404324239,672211,601,254,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR14338816/SRR14338816.1,SRX10692702,09ACRGNY2002,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP316637,PRJNA725227,,725227,SRS8784758,SAMN18872751,simple,573,Klebsiella pneumoniae,09ACRGNY2002,,,,,,,no,,,,,NML,SRA1224726,,public,036987CAC02A322A2E2DD1C3CE937146,54751610D78A1FA9B0EBB5DEC49602D3
SRR14338801,2021-04-28 01:20:21,2021-04-28 01:16:40,777735,467790886,777735,601,292,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR14338801/SRR14338801.1,SRX10692717,09ACRGNY2004,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP316637,PRJNA725227,,725227,SRS8784773,SAMN18872740,simple,573,Klebsiella pneumoniae,09ACRGNY2004,,,,,,,no,,,,,NML,SRA1224726,,public,4470CBFD89B8B236B41546CE7E1D9FD4,CDDD1CE575A5309B94EEBABA5F8C0530
SRR14338814,2021-04-28 01:20:21,2021-04-28 01:19:02,820718,493649033,820718,601,309,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR14338814/SRR14338814.1,SRX10692704,09ACRGNY2008,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP316637,PRJNA725227,,725227,SRS8784760,SAMN18872752,simple,573,Klebsiella pneumoniae,09ACRGNY2008,,,,,,,no,,,,,NML,SRA1224726,,public,C06EEED0354981A01F5F822FE323F7E1,121F2D6074E1E7803EA2BA87D3656F6B
SRR14338791,2021-04-28 01:16:27,2021-04-28 01:14:54,743424,447156288,743424,601,281,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR14338791/SRR14338791.1,SRX10692727,09ACRGNY2010A,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP316637,PRJNA725227,,725227,SRS8784783,SAMN18872753,simple,573,Klebsiella pneumoniae,09ACRGNY2010A,,,,,,,no,,,,,NML,SRA1224726,,public,37F80D672F14B827E067436275C5522F,09882E69BEDBF966397F80DD03F8AB73
SRR14338802,2021-04-28 01:20:21,2021-04-28 01:16:57,876247,527025346,876247,601,353,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR14338802/SRR14338802.1,SRX10692716,09ACRGNY2011,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP316637,PRJNA725227,,725227,SRS8784772,SAMN18872754,simple,573,Klebsiella pneumoniae,09ACRGNY2011,,,,,,,no,,,,,NML,SRA1224726,,public,D13F2BBBBFECDA470C653E98C7AE1610,28E32F944EDB6FFA16592FADAD83A816
SRR14338817,2021-04-28 01:21:47,2021-04-28 01:19:12,722847,434781849,722847,601,276,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR14338817/SRR14338817.1,SRX10692701,09ACRGNY2012,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP316637,PRJNA725227,,725227,SRS8784756,SAMN18872741,simple,573,Klebsiella pneumoniae,09ACRGNY2012,,,,,,,no,,,,,NML,SRA1224726,,public,3AFA1364BD5C07C70AA661844138C679,9ACC94D30BF07C9150C7916996402B99
SRR14338818,2021-04-28 01:20:21,2021-04-28 01:18:26,680038,409029925,680038,601,259,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR14338818/SRR14338818.1,SRX10692700,09ACRGNY2013,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP316637,PRJNA725227,,725227,SRS8784757,SAMN18872742,simple,573,Klebsiella pneumoniae,09ACRGNY2013,,,,,,,no,,,,,NML,SRA1224726,,public,D123735FC0DCE99D021544C1503F758F,55A13D4D38D879031F4CF2D2EB056D19
SRR14338809,2021-04-28 01:20:21,2021-04-28 01:17:37,509678,306564949,509678,601,194,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR14338809/SRR14338809.1,SRX10692709,09ACRGNY2014,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP316637,PRJNA725227,,725227,SRS8784765,SAMN18872743,simple,573,Klebsiella pneumoniae,09ACRGNY2014,,,,,,,no,,,,,NML,SRA1224726,,public,43250F6E0C89DE8BFF2149865F1E73E6,0EA3A3873474D244981F4F055547AECB
SRR14338794,2021-04-28 01:16:27,2021-04-28 01:15:11,632657,380535606,632657,601,238,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR14338794/SRR14338794.1,SRX10692724,09ACRGNY2016,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP316637,PRJNA725227,,725227,SRS8784780,SAMN18872744,simple,573,Klebsiella pneumoniae,09ACRGNY2016,,,,,,,no,,,,,NML,SRA1224726,,public,B6AD28CCD27C1AD435B2D6A1A369B0F1,7D860D930047016BFC72D9DE5076361A
SRR14338796,2021-04-28 01:19:06,2021-04-28 01:15:34,859275,516845477,859275,601,329,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR14338796/SRR14338796.1,SRX10692722,09ACRGNY2017,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP316637,PRJNA725227,,725227,SRS8784778,SAMN18872745,simple,573,Klebsiella pneumoniae,09ACRGNY2017,,,,,,,no,,,,,NML,SRA1224726,,public,DEB622A07CEA9166A5F5442712548965,698394136BDCE4648830993A15E41487
SRR14338793,2021-04-28 01:16:27,2021-04-28 01:14:53,707456,425520885,707456,601,270,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR14338793/SRR14338793.1,SRX10692725,09ACRGNY3001,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP316637,PRJNA725227,,725227,SRS8784781,SAMN18872747,simple,573,Klebsiella pneumoniae,09ACRGNY3001,,,,,,,no,,,,,NML,SRA1224726,,public,BABD15D975D7E9B058569D8FE5F9DDBD,EE7EDDABD548D9EB924838BB6E792633
SRR14338806,2021-04-28 01:20:21,2021-04-28 01:18:17,2211206,663361800,2211206,300,261,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR14338806/SRR14338806.1,SRX10692712,GN458,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP316637,PRJNA725227,,725227,SRS8784768,SAMN18872750,simple,573,Klebsiella pneumoniae,GN458,,,,,,,no,,,,,NML,SRA1224726,,public,D87A68AE7BB73F80BDBEBEB46F74BD0D,F7AC8554B26A66B58365A98B64020737
SRR14338792,2021-04-28 01:15:13,2021-04-28 01:14:31,1021927,307562655,1021927,300,118,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR14338792/SRR14338792.1,SRX10692726,N11-02218,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP316637,PRJNA725227,,725227,SRS8784782,SAMN18872746,simple,573,Klebsiella pneumoniae,N11-02218,,,,,,,no,,,,,NML,SRA1224726,,public,8B265781E6EBDA4787866D134293C3A0,497AE05AD2F4BAA886B9B339EA8C1874
SRR14338810,2021-04-28 01:20:21,2021-04-28 01:17:55,1284404,386293194,1284404,300,167,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR14338810/SRR14338810.1,SRX10692708,N18-04650,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP316637,PRJNA725227,,725227,SRS8784764,SAMN18872767,simple,562,Escherichia coli,N18-04650,,,,,,,no,,,,,NML,SRA1224726,,public,2C4FB3A0BB8830D13300253906E8D4FF,1C99BC309FB1C1232A7E7C00DA9A43DF
SRR14338807,2021-04-28 01:20:21,2021-04-28 01:17:27,1243664,373976130,1243664,300,163,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR14338807/SRR14338807.1,SRX10692711,N18-04656,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP316637,PRJNA725227,,725227,SRS8784767,SAMN18872759,simple,573,Klebsiella pneumoniae,N18-04656,,,,,,,no,,,,,NML,SRA1224726,,public,4B331DF50FD3F7263ED5D2264FD6A3A7,D7A397B4C9A364C492F40E7081BECCB5
SRR14338795,2021-04-28 01:19:06,2021-04-28 01:14:55,1084815,326331015,1084815,300,141,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR14338795/SRR14338795.1,SRX10692723,N19-00140,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP316637,PRJNA725227,,725227,SRS8784779,SAMN18872749,simple,573,Klebsiella pneumoniae,N19-00140,,,,,,,no,,,,,NML,SRA1224726,,public,EFA5769E88071876BBA293635171216E,20B33A95083BE00B5FB630A1151B474E

