Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR12458805,2020-08-16 16:09:40,2020-08-16 16:06:03,160903,41316929,0,256,32,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12458805/SRR12458805.1,SRX8953087,S19,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208251,SAMN15793294,simple,646099,human metagenome,S19,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,5B33D5C0A2419265208E09954B08DB90,2B96C99CFE79EB11CF2FD7637BD78C53
SRR12458774,2020-08-16 16:09:40,2020-08-16 16:05:53,179465,53091265,0,295,42,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12458774/SRR12458774.1,SRX8953119,S2,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208283,SAMN15793277,simple,646099,human metagenome,S2,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,200135444D2BA6E48139A60CDB1C16ED,F15C89BB673E45871A0FAAF2D064708E
SRR12458804,2020-08-16 16:11:32,2020-08-16 16:05:55,72281,21552681,0,298,17,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12458804/SRR12458804.1,SRX8953088,S20,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208252,SAMN15793295,simple,646099,human metagenome,S20,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,011ED19CF0634EA104140A70B5904243,0724EEED89D68184A3E655B694EE072E
SRR12458802,2020-08-16 16:09:40,2020-08-16 16:05:52,66175,21488059,0,324,17,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12458802/SRR12458802.1,SRX8953090,S21,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208254,SAMN15793296,simple,646099,human metagenome,S21,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,1BBC42684849F09100EADAE48574698B,2B9214350DB157FA74D6AF8A9A4D93AA
SRR12458801,2020-08-16 16:09:40,2020-08-16 16:05:52,112492,30478163,0,270,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12458801/SRR12458801.1,SRX8953091,S22,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208255,SAMN15793297,simple,646099,human metagenome,S22,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,A5BC59E3CBD05352E23E7C45432970E8,C711BA963C60B57D4F9B7D2AC546D17F
SRR12458800,2020-08-16 16:11:32,2020-08-16 16:06:03,536489,172048739,0,320,119,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12458800/SRR12458800.1,SRX8953092,S23,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208256,SAMN15793298,simple,646099,human metagenome,S23,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,D4DDAB727D2450E59EFF337956116E49,4531E68E9BD58689CC767B65EB9C8363
SRR12458799,2020-08-16 16:09:40,2020-08-16 16:05:53,130994,35351426,0,269,26,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12458799/SRR12458799.1,SRX8953093,S24,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208257,SAMN15793299,simple,646099,human metagenome,S24,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,71A8694FF7F1647BF65454C83F7FB665,8F2C24E6D05E38BF88DD76D2FEDE344D
SRR12458798,2020-08-16 16:09:40,2020-08-16 16:05:53,99839,36785670,0,368,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12458798/SRR12458798.1,SRX8953094,S25,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208258,SAMN15793300,simple,646099,human metagenome,S25,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,960B1701580F90E2BB34648AC40F12EA,F5E4609BCFB60AA010EA6AED0AB27F03
SRR12458797,2020-08-16 16:09:40,2020-08-16 16:05:57,268074,91075309,0,339,68,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12458797/SRR12458797.1,SRX8953095,S26,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208259,SAMN15793301,simple,646099,human metagenome,S26,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,5B96D20512EDE2A66FC21D7934DE6AA2,4012E0C5DE016F201304B16D3C507303
SRR12458796,2020-08-16 16:09:40,2020-08-16 16:06:03,385558,121319250,0,314,85,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12458796/SRR12458796.1,SRX8953096,S27,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208260,SAMN15793302,simple,646099,human metagenome,S27,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,7D6CD7CDDCE4CBE4C7F3997446F36192,C08CC71536023DF2CE9BA03273D1318F
SRR12458795,2020-08-16 16:09:40,2020-08-16 16:06:04,255575,90230395,0,353,61,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12458795/SRR12458795.1,SRX8953097,S28,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208261,SAMN15793303,simple,646099,human metagenome,S28,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,3AF53F9B917E8E76A7428246D1B1F4EE,3820F34D15874677426CCCABC3472B42
SRR12458794,2020-08-16 16:07:30,2020-08-16 16:06:06,538859,170660297,0,316,119,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12458794/SRR12458794.1,SRX8953098,S29,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208262,SAMN15793304,simple,646099,human metagenome,S29,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,4FE33208A6E87FF61E966EEEA57B8BED,26F2CEF873F59B5885195171410FCF05
SRR12458803,2020-08-16 16:11:32,2020-08-16 16:05:54,89042,32604551,0,366,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12458803/SRR12458803.1,SRX8953089,S3,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208253,SAMN15793278,simple,646099,human metagenome,S3,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,0D5B364B96A8430CA4A8AA8CDACC7DBD,6487490BB7BE59FC6B07B747BE6299A5
SRR12458793,2020-08-16 16:11:32,2020-08-16 16:06:01,428449,141569288,0,330,105,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12458793/SRR12458793.1,SRX8953099,S30,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208263,SAMN15793305,simple,646099,human metagenome,S30,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,CEC2BD88252DFD19100BC7EDDFFF2247,8A7E8D28285E60C6B6EB1FAB7A827C4F
SRR12458791,2020-08-16 16:09:40,2020-08-16 16:05:57,102111,37219758,0,364,28,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12458791/SRR12458791.1,SRX8953101,S31,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208265,SAMN15793306,simple,646099,human metagenome,S31,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,C487FA52A24BB3C035396AB8D6875FE1,F678E6A1E7948D72748EEF0A14B01C10
SRR12458790,2020-08-16 16:09:40,2020-08-16 16:05:54,225705,80170924,0,355,55,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12458790/SRR12458790.1,SRX8953102,S32,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208266,SAMN15793307,simple,646099,human metagenome,S32,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,94728EE942BF3676D7D20895D55A4357,34693B3E6194C7314E7D569FF981618D
SRR12458789,2020-08-16 16:09:40,2020-08-16 16:05:52,194925,55798059,0,286,46,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12458789/SRR12458789.1,SRX8953103,S33,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208267,SAMN15793308,simple,646099,human metagenome,S33,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,900B48052840726C61952C89FF832321,32C2F239002F525EA2C403C13B0AA617
SRR12458788,2020-08-16 16:07:30,2020-08-16 16:06:16,929028,311576167,0,335,230,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12458788/SRR12458788.1,SRX8953104,S34,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208268,SAMN15793309,simple,646099,human metagenome,S34,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,0BCEBD0762FF8CA9BE69072E3765159E,6C52CF13BD8FD8A8D4314E2793B910F0
SRR12458787,2020-08-16 16:09:40,2020-08-16 16:05:49,153279,41172549,0,268,32,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12458787/SRR12458787.1,SRX8953105,S35,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208269,SAMN15793310,simple,646099,human metagenome,S35,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,2C37C077EECA5A8FF40AD96863A273E4,586A89CD568E995363702EFDF25421EA
SRR12458786,2020-08-16 16:11:32,2020-08-16 16:06:00,184686,72491737,0,392,51,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12458786/SRR12458786.1,SRX8953106,S36,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208270,SAMN15793311,simple,646099,human metagenome,S36,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,F58939917F9BA3F48D65901B31ED73D0,44EFC69C35817C2AA0127704AE7D80EF
SRR12458785,2020-08-16 16:09:40,2020-08-16 16:05:54,79061,30021877,0,379,22,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12458785/SRR12458785.1,SRX8953107,S37,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208271,SAMN15793312,simple,646099,human metagenome,S37,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,5813E71455BF539179E07014E53460F9,18D3E92F51AE0339DFAD664AA8BF35C4
SRR12458784,2020-08-16 16:11:32,2020-08-16 16:05:54,158892,60271522,0,379,41,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12458784/SRR12458784.1,SRX8953108,S38,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208272,SAMN15793313,simple,646099,human metagenome,S38,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,56D6D1A6CCF58473914E41481F56723A,6943801261DEF79150DDA392FDE63FA9
SRR12458783,2020-08-16 16:11:32,2020-08-16 16:06:05,289350,100222619,0,346,74,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12458783/SRR12458783.1,SRX8953109,S39,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208273,SAMN15793314,simple,646099,human metagenome,S39,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,F49A5ED5B040A1BBE3F32EBBCE11A1A6,0407BBA98A6929E635A453B5025C2D0D
SRR12458792,2020-08-16 16:11:32,2020-08-16 16:05:53,117024,31058884,0,265,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12458792/SRR12458792.1,SRX8953100,S4,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208264,SAMN15793279,simple,646099,human metagenome,S4,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,C56A7F0D7DE4E7CC21CC8F2D4AAD7939,119315E2113420299C85E28670233F63
SRR12458782,2020-08-16 16:09:40,2020-08-16 16:05:48,176763,47089771,0,266,37,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12458782/SRR12458782.1,SRX8953110,S40,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208274,SAMN15793315,simple,646099,human metagenome,S40,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,20BE3ED1BD1059044727E5AB2A8BB3B3,B83A8413518121501EB10E15FF573ED0
SRR12458780,2020-08-16 16:09:40,2020-08-16 16:05:59,337773,103855812,0,307,84,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12458780/SRR12458780.1,SRX8953112,S41,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208276,SAMN15793316,simple,646099,human metagenome,S41,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,EBF75C5DA5033880C385C9BEE88A44A2,FEDF7DA4CC5F1DF49D07B13DF94AB6DC
SRR12458779,2020-08-16 16:11:32,2020-08-16 16:05:52,136860,35792620,0,261,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12458779/SRR12458779.1,SRX8953113,S42,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208277,SAMN15793317,simple,646099,human metagenome,S42,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,CDF1B3587DF3A455B5AC615FB8219693,BC4875081FCC99DCAF8D8C258A86CAAC
SRR12458778,2020-08-16 16:09:40,2020-08-16 16:05:54,279808,68544916,0,244,51,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12458778/SRR12458778.1,SRX8953114,S43,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208278,SAMN15793318,simple,646099,human metagenome,S43,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,99627A20F8F67CEBD2101BA5DE64B1D7,637CAC388CEB2DB809B6D6848D150470
SRR12458777,2020-08-16 16:09:40,2020-08-16 16:05:56,299089,114277795,0,382,86,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12458777/SRR12458777.1,SRX8953115,S44,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208279,SAMN15793319,simple,646099,human metagenome,S44,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,512EA2B88043265B6B46EFFF364DCA30,9DDBC692455BD3B9209BAA14EA2B6A9A
SRR12458776,2020-08-16 16:11:32,2020-08-16 16:05:55,98069,36498457,0,372,28,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12458776/SRR12458776.1,SRX8953116,S45,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208280,SAMN15793320,simple,646099,human metagenome,S45,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,AE8CD5C3734B4B5656BBB994C70873A0,58F5F990E144E4B8E92F4F847F4E87E6
SRR12458771,2020-08-16 16:09:40,2020-08-16 16:05:58,267185,90741444,0,339,67,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12458771/SRR12458771.1,SRX8953117,S46,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208281,SAMN15793321,simple,646099,human metagenome,S46,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,0B58BC7A08CC3EEF170A34596CCFC3BE,7C871068E405C7AF00CA0F3CEC652B3E
SRR12458770,2020-08-16 16:09:40,2020-08-16 16:05:55,83239,30520717,0,366,23,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12458770/SRR12458770.1,SRX8953123,S47,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208287,SAMN15793322,simple,646099,human metagenome,S47,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,0A282636F4C5D63E9481DF4776197F93,C682945C19E575391751D68204F87D90
SRR12458769,2020-08-16 16:07:30,2020-08-16 16:06:05,430278,137794924,0,320,101,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12458769/SRR12458769.1,SRX8953124,S48,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208288,SAMN15793323,simple,646099,human metagenome,S48,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,99779458C33FC6047DC9E77291ED027A,597CFA03F1E532AF0AD88D420FEB4FF7
